Title_GoldenGlobes,Title_Oscars,Similarity,Verification,Year_GG,Year_Oscars,year_film_x,year_award,ceremony_x,category_x,nominee,film_x,gg_win,standardized_film_goldenglobes,year_film_y,year_ceremony,ceremony_y,category_y,name,film_y,oscar_win,standardized_film_oscars
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,FILM EDITING,Michael Kahn,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,MUSIC (Original Score),John Williams,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Drama,Liam Neeson,Schindler's List,FALSE,schindlers list,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,FILM EDITING,Michael Kahn,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,MUSIC (Original Score),John Williams,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ralph Fiennes,Schindler's List,FALSE,schindlers list,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,FILM EDITING,Michael Kahn,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,MUSIC (Original Score),John Williams,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Director - Motion Picture,Steven Spielberg,Schindler's List,TRUE,schindlers list,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,FILM EDITING,Michael Kahn,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,MUSIC (Original Score),John Williams,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Screenplay - Motion Picture,Steven Zaillian,Schindler's List,TRUE,schindlers list,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,ACTOR IN A LEADING ROLE,Liam Neeson,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,ART DIRECTION,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,CINEMATOGRAPHY,Janusz Kaminski,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,COSTUME DESIGN,Anna Biedrzycka-Sheppard,Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,DIRECTING,Steven Spielberg,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,FILM EDITING,Michael Kahn,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,MAKEUP,"Christina Smith, Matthew Mungle, Judy Alexander Cory",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,MUSIC (Original Score),John Williams,Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,BEST PICTURE,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,TRUE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,SOUND,"Andy Nelson, Steve Pederson, Scott Millan, Ron Judkins",Schindler's List,FALSE,schindlers list
schindlers list,schindlers list,1,TRUE,1993,1993,1993,1994,51,Best Original Score - Motion Picture,John Williams,Schindler's List,FALSE,schindlers list,1993,1994,66,WRITING (Screenplay Based on Material Previously Produced or Published),Steven Zaillian,Schindler's List,TRUE,schindlers list
mrs doubtfire,mrs doubtfire,1,TRUE,1993,1993,1993,1994,51,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams,Mrs. Doubtfire,TRUE,mrs doubtfire,1993,1994,66,MAKEUP,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire,TRUE,mrs doubtfire
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Director - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,BEST PICTURE,"Graham Broadbent, Pete Czernin and Martin McDonagh, Producers","Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Screenplay - Motion Picture,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri,2017,2018,90,WRITING (Original Screenplay),Written by Martin McDonagh,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,ACTOR IN A SUPPORTING ROLE,Sam Rockwell,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,ACTRESS IN A LEADING ROLE,Frances McDormand,"Three Billboards outside Ebbing, Missouri",TRUE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,FILM EDITING,Jon Gregory,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
three billboards outside ebbing missouri,three billboards outside ebbing missouri,1,TRUE,2017,2017,2017,2018,75,Best Original Score - Motion Picture,Carter Burwell,"Three Billboards Outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri,2017,2018,90,MUSIC (Original Score),Carter Burwell,"Three Billboards outside Ebbing, Missouri",FALSE,three billboards outside ebbing missouri
